,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",7/12/2025 11:00,21.185571,81.343175,NO2,18,18,18
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",7/12/2025 11:00,21.224231,81.40835,NO2,19,94,51
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",7/12/2025 11:00,21.224231,81.40835,SO2,5,104,26
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",7/12/2025 11:00,22.08815,82.13737,CO,30,81,38
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",7/12/2025 11:00,22.118125,83.140608,PM2.5,34,74,56
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",7/12/2025 11:00,22.118125,83.140608,NO2,12,28,18
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",7/12/2025 11:00,22.118125,83.140608,OZONE,3,135,21
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",7/12/2025 11:00,22.368195,82.746431,NO2,17,70,32
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",7/12/2025 11:00,22.348441,82.549611,NH3,1,2,2
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",7/12/2025 11:00,22.12665,83.483212,PM10,44,88,62
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",7/12/2025 11:00,22.12665,83.483212,NH3,2,2,2
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",7/12/2025 11:00,22.12665,83.483212,SO2,4,88,23
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",7/12/2025 11:00,22.1910172,83.5197009,PM10,35,237,92
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",7/12/2025 11:00,25.366336,87.117468,NH3,3,3,3
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",7/12/2025 11:00,25.366336,87.117468,OZONE,22,59,26
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",7/12/2025 11:00,25.0328,85.41948,PM2.5,NA,NA,NA
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",7/12/2025 11:00,25.892357,86.590325,PM10,54,161,100
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",7/12/2025 11:00,25.892357,86.590325,NH3,4,4,4
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",7/12/2025 11:00,25.892357,86.590325,CO,34,45,42
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",7/12/2025 11:00,25.859655,85.77944,SO2,6,29,20
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",7/12/2025 11:00,24.952822,84.002396,PM2.5,54,267,95
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",7/12/2025 11:00,26.1403345,85.3650192,NO2,1,3,2
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",7/12/2025 11:00,26.1209,85.3647,CO,8,51,16
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",7/12/2025 11:00,25.586562,85.043586,NO2,48,86,61
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",7/12/2025 11:00,25.586562,85.043586,CO,32,109,65
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",7/12/2025 11:00,25.586562,85.043586,OZONE,7,63,19
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",7/12/2025 11:00,25.592539,85.227158,PM10,83,123,105
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",7/12/2025 11:00,24.952822,84.002396,OZONE,16,36,19
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",7/12/2025 11:00,26.2271665,84.3570427,SO2,4,4,4
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",7/12/2025 11:00,30.735567,76.775714,SO2,6,26,9
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",7/12/2025 11:00,30.751462,76.762879,PM2.5,98,270,195
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",7/12/2025 11:00,30.719859,76.738637,PM10,66,170,121
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",7/12/2025 11:00,22.1910172,83.5197009,SO2,13,25,16
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",7/12/2025 11:00,21.258815,81.578979,PM2.5,NA,NA,NA
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",7/12/2025 11:00,21.219665,81.630094,PM10,50,188,121
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",7/12/2025 11:00,21.237755,81.705301,PM10,52,124,101
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",7/12/2025 11:00,21.237755,81.705301,OZONE,NA,NA,NA
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",7/12/2025 11:00,25.592539,85.227158,OZONE,8,12,10
India,Bihar,Patna,"Muradpur, Patna - BSPCB",7/12/2025 11:00,25.619651,85.147382,PM2.5,84,299,213
India,Bihar,Patna,"Muradpur, Patna - BSPCB",7/12/2025 11:00,25.619651,85.147382,NH3,4,5,5
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",7/12/2025 11:00,25.599486,85.113666,CO,42,102,52
India,Bihar,Patna,"Samanpura, Patna - BSPCB",7/12/2025 11:00,25.596727,85.085624,NH3,5,5,5
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",7/12/2025 11:00,22.06631475,83.33820077,PM10,76,130,105
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",7/12/2025 11:00,22.06631475,83.33820077,CO,18,48,36
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",7/12/2025 11:00,22.06631475,83.33820077,OZONE,4,87,21
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",7/12/2025 11:00,28.56789,77.250515,NO2,38,108,72
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",7/12/2025 11:00,28.56789,77.250515,NH3,14,24,19
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",7/12/2025 11:00,28.6573814,77.1585447,PM10,159,283,205
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",7/12/2025 11:00,28.6573814,77.1585447,NO2,37,181,85
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",7/12/2025 11:00,28.6573814,77.1585447,CO,39,104,64
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",7/12/2025 11:00,28.6573814,77.1585447,OZONE,62,314,174
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",7/12/2025 11:00,28.530785,77.271255,PM2.5,187,355,306
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",7/12/2025 11:00,28.530785,77.271255,NH3,11,16,13
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",7/12/2025 11:00,28.530785,77.271255,CO,65,112,94
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",7/12/2025 11:00,28.530785,77.271255,OZONE,6,110,19
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",7/12/2025 11:00,28.623763,77.287209,CO,11,104,35
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",7/12/2025 11:00,28.6811736,77.3025234,SO2,10,22,16
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",7/12/2025 11:00,28.54246,77.191651,CO,8,44,22
India,Delhi,Delhi,"ITO, Delhi - CPCB",7/12/2025 11:00,28.628624,77.24106,PM10,139,261,188
India,Delhi,Delhi,"ITO, Delhi - CPCB",7/12/2025 11:00,28.628624,77.24106,SO2,10,25,18
India,Delhi,Delhi,"ITO, Delhi - CPCB",7/12/2025 11:00,28.628624,77.24106,OZONE,10,26,11
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",7/12/2025 11:00,28.73282,77.170633,NO2,70,140,99
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",7/12/2025 11:00,28.73282,77.170633,SO2,16,75,33
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",7/12/2025 11:00,28.58028,77.233829,PM2.5,193,374,306
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",7/12/2025 11:00,28.656756,77.227234,NH3,6,7,6
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",7/12/2025 11:00,28.656756,77.227234,CO,46,64,51
India,Delhi,Delhi,"DTU, Delhi - CPCB",7/12/2025 11:00,28.7500499,77.1112615,NO2,39,70,47
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",7/12/2025 11:00,28.498571,77.26484,SO2,12,20,15
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",7/12/2025 11:00,28.498571,77.26484,OZONE,8,48,17
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",7/12/2025 11:00,28.5710274,77.0719006,CO,32,109,46
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",7/12/2025 11:00,28.5710274,77.0719006,OZONE,1,114,15
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",7/12/2025 11:00,28.647622,77.315809,OZONE,1,26,5
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",7/12/2025 11:00,28.695381,77.181665,NH3,1,2,1
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",7/12/2025 11:00,28.695381,77.181665,OZONE,27,103,40
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",7/12/2025 11:00,28.4706914,77.1099364,PM2.5,98,315,257
India,Delhi,Delhi,"Bawana, Delhi - DPCC",7/12/2025 11:00,28.7762,77.051074,NO2,10,55,28
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",7/12/2025 11:00,28.7256504,77.2011573,PM10,155,269,205
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",7/12/2025 11:00,28.60909,77.0325413,CO,48,104,63
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",7/12/2025 11:00,28.60909,77.0325413,OZONE,6,78,24
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",7/12/2025 11:00,28.570173,76.933762,PM2.5,133,332,271
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",7/12/2025 11:00,28.570173,76.933762,PM10,127,188,158
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",7/12/2025 11:00,28.570173,76.933762,OZONE,4,9,4
India,Delhi,Delhi,"Narela, Delhi - DPCC",7/12/2025 11:00,28.822836,77.101981,PM2.5,130,351,299
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",7/12/2025 11:00,28.58028,77.233829,PM10,172,344,235
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",7/12/2025 11:00,28.58028,77.233829,SO2,3,17,11
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",7/12/2025 11:00,28.5918245,77.2273074,PM10,154,255,194
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",7/12/2025 11:00,28.5918245,77.2273074,CO,17,48,27
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",7/12/2025 11:00,28.611281,77.237738,PM2.5,133,327,274
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",7/12/2025 11:00,28.674045,77.131023,OZONE,11,80,30
India,Delhi,Delhi,"Pusa, Delhi - DPCC",7/12/2025 11:00,28.639652,77.146275,SO2,2,14,6
India,Delhi,Delhi,"Pusa, Delhi - IMD",7/12/2025 11:00,28.63611,77.173332,OZONE,20,111,35
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",7/12/2025 11:00,28.563262,77.186937,SO2,3,9,6
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",7/12/2025 11:00,28.636429,77.201067,PM10,129,312,198
India,Delhi,Delhi,"Rohini, Delhi - DPCC",7/12/2025 11:00,28.732528,77.11992,PM2.5,170,403,339
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",7/12/2025 11:00,23.002657,72.591912,PM10,83,145,112
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",7/12/2025 11:00,23.002657,72.591912,NO2,63,64,63
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",7/12/2025 11:00,23.002657,72.591912,OZONE,54,85,64
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",7/12/2025 11:00,23.020509,72.579261,PM10,115,169,134
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",7/12/2025 11:00,23.020509,72.579261,NO2,23,120,50
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",7/12/2025 11:00,23.016834,72.625775,OZONE,25,88,49
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",7/12/2025 11:00,23.041137,72.456691,PM2.5,84,193,133
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",7/12/2025 11:00,23.041137,72.456691,PM10,86,145,115
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",7/12/2025 11:00,23.041137,72.456691,CO,8,26,14
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",7/12/2025 11:00,23.023389,72.515201,NH3,7,14,10
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",7/12/2025 11:00,23.023389,72.515201,CO,2,46,16
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",7/12/2025 11:00,23.076793,72.627874,PM10,84,152,116
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",7/12/2025 11:00,23.076793,72.627874,NH3,6,6,6
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",7/12/2025 11:00,21.613267,73.010555,CO,30,75,59
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",7/12/2025 11:00,21.613267,73.010555,OZONE,38,46,40
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",7/12/2025 11:00,28.806223,76.141105,NO2,1,35,31
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",7/12/2025 11:00,28.806223,76.141105,OZONE,9,18,13
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",7/12/2025 11:00,28.593883,76.270653,NO2,9,20,15
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",7/12/2025 11:00,28.2068,76.7997,PM10,7,271,195
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",7/12/2025 11:00,28.2068,76.7997,CO,2,46,41
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",7/12/2025 11:00,22.969611,72.6435,PM2.5,80,304,161
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",7/12/2025 11:00,22.969611,72.6435,PM10,79,148,107
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",7/12/2025 11:00,30.379589,76.778328,PM2.5,104,331,233
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",7/12/2025 11:00,30.379589,76.778328,SO2,31,32,31
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",7/12/2025 11:00,23.243639,72.68994,CO,36,95,53
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",7/12/2025 11:00,23.221714,72.654328,SO2,3,16,6
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",7/12/2025 11:00,20.362421,72.918013,PM10,37,114,63
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",7/12/2025 11:00,28.6514781,77.1473105,PM10,154,323,204
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",7/12/2025 11:00,28.5504249,77.2159377,NO2,47,96,81
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",7/12/2025 11:00,28.710508,77.249485,PM10,153,287,229
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",7/12/2025 11:00,28.376058,77.315741,SO2,4,5,4
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",7/12/2025 11:00,28.4417,77.3217,NO2,36,39,38
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",7/12/2025 11:00,29.503664,75.467934,SO2,10,11,11
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",7/12/2025 11:00,28.6701,76.9254,PM2.5,NA,NA,NA
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",7/12/2025 11:00,23.107969,72.574648,SO2,7,14,10
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",7/12/2025 11:00,30.1480566,77.2893471,NH3,1,6,4
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",7/12/2025 11:00,30.943887,76.801991,PM10,110,395,184
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",7/12/2025 11:00,30.943887,76.801991,NO2,27,115,60
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",7/12/2025 11:00,30.943887,76.801991,NH3,7,12,10
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",7/12/2025 11:00,30.943887,76.801991,SO2,42,139,98
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",7/12/2025 11:00,34.066206,74.81982,OZONE,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",7/12/2025 11:00,23.80569,86.44268,SO2,7,110,47
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",7/12/2025 11:00,28.4227,77.0667,PM2.5,84,368,196
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",7/12/2025 11:00,28.4227,77.0667,NO2,4,10,6
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",7/12/2025 11:00,28.4275,77.1465,PM2.5,273,419,348
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",7/12/2025 11:00,28.4275,77.1465,NO2,37,76,56
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",7/12/2025 11:00,28.4275,77.1465,CO,19,78,40
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",7/12/2025 11:00,28.4501238,77.0263051,PM10,NA,NA,NA
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",7/12/2025 11:00,28.4501238,77.0263051,NO2,2,11,6
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",7/12/2025 11:00,29.14056,75.744941,PM2.5,51,80,60
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",7/12/2025 11:00,29.14056,75.744941,PM10,118,155,131
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",7/12/2025 11:00,16.172806,75.659694,NH3,1,2,1
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",7/12/2025 11:00,12.9135218,77.5950804,CO,44,56,53
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",7/12/2025 11:00,12.9135218,77.5950804,OZONE,21,24,23
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",7/12/2025 11:00,12.9352049,77.6814488,PM2.5,92,276,181
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",7/12/2025 11:00,12.9352049,77.6814488,NO2,10,25,19
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",7/12/2025 11:00,12.9352049,77.6814488,CO,106,112,107
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",7/12/2025 11:00,13.029152,77.585901,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",7/12/2025 11:00,13.029152,77.585901,OZONE,7,26,7
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",7/12/2025 11:00,28.1485564,77.3320667,PM2.5,82,153,101
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",7/12/2025 11:00,28.3153,76.9143,OZONE,1,79,21
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",7/12/2025 11:00,30.7057778,76.85318056,NO2,24,26,25
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",7/12/2025 11:00,30.7057778,76.85318056,SO2,8,9,9
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",7/12/2025 11:00,30.7057778,76.85318056,OZONE,20,29,24
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",7/12/2025 11:00,29.14056,75.744941,NO2,19,19,19
India,Haryana,Jind,"Police Lines, Jind - HSPCB",7/12/2025 11:00,29.307814,76.337619,PM2.5,133,242,180
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",7/12/2025 11:00,29.8006,76.4155,PM10,NA,NA,NA
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",7/12/2025 11:00,29.8006,76.4155,NH3,NA,NA,NA
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",7/12/2025 11:00,28.52123,76.37138,NO2,10,13,11
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",7/12/2025 11:00,28.52123,76.37138,SO2,10,13,12
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",7/12/2025 11:00,30.1480566,77.2893471,PM2.5,146,283,191
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",7/12/2025 11:00,30.1480566,77.2893471,PM10,112,156,126
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",7/12/2025 11:00,12.938539,77.5901,SO2,7,22,12
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",7/12/2025 11:00,12.920984,77.584908,OZONE,13,51,38
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",7/12/2025 11:00,12.7816279,77.6299145,PM2.5,NA,NA,NA
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",7/12/2025 11:00,12.7816279,77.6299145,PM10,NA,NA,NA
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",7/12/2025 11:00,29.966942,76.875879,PM10,136,170,154
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",7/12/2025 11:00,29.966942,76.875879,OZONE,16,84,26
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",7/12/2025 11:00,28.060249,76.113115,PM2.5,143,288,188
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",7/12/2025 11:00,12.7816279,77.6299145,CO,28,43,42
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",7/12/2025 11:00,12.7816279,77.6299145,OZONE,23,28,24
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",7/12/2025 11:00,26.259242,78.216432,NH3,5,11,7
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",7/12/2025 11:00,26.200388,78.147714,PM2.5,68,334,158
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",7/12/2025 11:00,26.200388,78.147714,CO,6,115,32
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",7/12/2025 11:00,22.7289,75.8076,PM2.5,32,104,60
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",7/12/2025 11:00,22.7289,75.8076,SO2,21,22,21
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",7/12/2025 11:00,22.431,75.5213,PM10,74,124,97
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",7/12/2025 11:00,22.431,75.5213,OZONE,5,99,46
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",7/12/2025 11:00,22.7524,75.8872,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",7/12/2025 11:00,13.003872,77.664217,NH3,2,3,2
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",7/12/2025 11:00,13.003872,77.664217,OZONE,20,21,20
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",7/12/2025 11:00,13.0270199,77.494094,NO2,19,27,24
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",7/12/2025 11:00,13.0270199,77.494094,NH3,3,4,4
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",7/12/2025 11:00,12.990328,77.5431385,PM10,54,59,54
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",7/12/2025 11:00,12.990328,77.5431385,CO,21,40,25
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",7/12/2025 11:00,13.0246342,77.5080115,PM2.5,73,209,127
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",7/12/2025 11:00,15.459706,75.008381,PM10,64,97,83
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",7/12/2025 11:00,15.3714823,75.1160168,SO2,1,1,1
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",7/12/2025 11:00,17.321993,76.822628,PM2.5,34,61,48
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",7/12/2025 11:00,17.321993,76.822628,PM10,37,72,57
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",7/12/2025 11:00,17.321993,76.822628,OZONE,20,20,20
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",7/12/2025 11:00,17.336318,76.847397,PM10,39,79,55
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",7/12/2025 11:00,15.34763,76.181767,NH3,7,7,7
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",7/12/2025 11:00,12.21041,76.37376,PM2.5,47,67,55
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",7/12/2025 11:00,12.21041,76.37376,SO2,2,7,4
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",7/12/2025 11:00,13.94,75.555917,PM2.5,20,35,23
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",7/12/2025 11:00,8.5149093,76.9435879,CO,12,35,17
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",7/12/2025 11:00,23.264759,77.381568,CO,22,78,34
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",7/12/2025 11:00,23.210494,77.425409,SO2,1,16,10
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",7/12/2025 11:00,23.233584,77.400574,PM2.5,73,311,197
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",7/12/2025 11:00,23.233584,77.400574,NO2,41,99,66
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",7/12/2025 11:00,22.9682591,76.064118,NO2,7,8,7
