,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",7/12/2025 11:00,16.554731,80.64911,CO,29,60,41
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",7/12/2025 11:00,17.72,83.3,PM2.5,143,237,194
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",7/12/2025 11:00,17.72,83.3,OZONE,30,76,48
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",7/12/2025 11:00,27.103358,93.679645,PM2.5,18,358,132
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",7/12/2025 11:00,26.071318,91.87488,SO2,5,8,6
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",7/12/2025 11:00,26.071318,91.87488,CO,38,62,50
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",7/12/2025 11:00,26.071318,91.87488,OZONE,15,23,17
India,Assam,Guwahati,"IITG, Guwahati - PCBA",7/12/2025 11:00,26.2028636,91.70046436,CO,8,32,19
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",7/12/2025 11:00,26.10887,91.589544,PM2.5,55,344,239
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",7/12/2025 11:00,26.1875,91.744194,SO2,21,41,29
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",7/12/2025 11:00,26.181742,91.78063,PM2.5,44,341,206
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",7/12/2025 11:00,26.181742,91.78063,NO2,3,4,3
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",7/12/2025 11:00,26.349082,92.68449,NO2,1,1,1
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",7/12/2025 11:00,26.349082,92.68449,CO,21,24,23
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",7/12/2025 11:00,26.349082,92.68449,OZONE,9,9,9
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",7/12/2025 11:00,26.446912,91.439057,PM2.5,28,392,254
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",7/12/2025 11:00,26.446912,91.439057,NH3,5,6,6
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",7/12/2025 11:00,26.446912,91.439057,CO,10,22,20
India,Assam,Silchar,"Tarapur, Silchar - PCBA",7/12/2025 11:00,24.82827,92.79525,PM10,50,65,57
India,Assam,Silchar,"Tarapur, Silchar - PCBA",7/12/2025 11:00,24.82827,92.79525,SO2,5,7,6
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",7/12/2025 11:00,26.987634,94.636574,NO2,24,40,30
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",7/12/2025 11:00,26.146529,87.454184,SO2,NA,NA,NA
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",7/12/2025 11:00,26.146529,87.454184,CO,15,88,58
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",7/12/2025 11:00,25.5626095,84.663264,NO2,4,8,7
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",7/12/2025 11:00,25.5626095,84.663264,CO,27,62,51
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",7/12/2025 11:00,13.20488,79.097889,OZONE,52,60,56
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",7/12/2025 11:00,14.465052,78.824187,PM10,35,118,73
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",7/12/2025 11:00,14.465052,78.824187,SO2,11,18,12
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",7/12/2025 11:00,14.465052,78.824187,OZONE,20,32,21
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",7/12/2025 11:00,13.67,79.35,PM2.5,144,310,221
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",7/12/2025 11:00,13.67,79.35,PM10,85,127,106
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",7/12/2025 11:00,13.67,79.35,NO2,15,31,20
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",7/12/2025 11:00,13.67,79.35,CO,2,58,26
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",7/12/2025 11:00,24.7955,84.9994,PM2.5,64,313,162
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",7/12/2025 11:00,24.7955,84.9994,NO2,9,9,9
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",7/12/2025 11:00,24.792403,84.992416,NO2,2,8,5
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",7/12/2025 11:00,24.792403,84.992416,SO2,15,18,16
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",7/12/2025 11:00,24.792403,84.992416,OZONE,1,30,9
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",7/12/2025 11:00,25.697189,85.2459,PM2.5,85,239,161
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",7/12/2025 11:00,25.697189,85.2459,CO,43,144,81
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",7/12/2025 11:00,25.697189,85.2459,OZONE,21,136,46
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",7/12/2025 11:00,25.560083,87.553265,NH3,1,1,1
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",7/12/2025 11:00,26.0881305,87.93840336,OZONE,15,18,17
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",7/12/2025 11:00,27.308328,84.531742,NO2,4,13,7
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",7/12/2025 11:00,27.308328,84.531742,SO2,16,17,16
India,Bihar,Munger,"Town Hall, Munger - BSPCB",7/12/2025 11:00,25.376776,86.471523,PM2.5,80,220,148
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",7/12/2025 11:00,25.265194,87.012947,NO2,7,9,7
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",7/12/2025 11:00,25.265194,87.012947,NH3,10,17,13
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",7/12/2025 11:00,25.204762,85.51496,SO2,10,10,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",7/12/2025 11:00,25.56752,83.966379,PM10,86,157,125
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",7/12/2025 11:00,25.7808257,84.7446768,CO,8,17,9
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",7/12/2025 11:00,16.536107,80.594233,NO2,19,19,19
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",7/12/2025 11:00,16.536107,80.594233,NH3,4,5,5
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",7/12/2025 11:00,16.536107,80.594233,OZONE,54,112,54
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",7/12/2025 11:00,16.486692,80.699436,SO2,15,19,16
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",7/12/2025 11:00,16.486692,80.699436,CO,30,52,44
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",7/12/2025 11:00,16.554731,80.64911,NO2,6,6,6
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",7/12/2025 11:00,11.654054,92.734055,OZONE,3,332,4
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",7/12/2025 11:00,16.5150833,80.5181667,NH3,2,5,3
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",7/12/2025 11:00,16.5150833,80.5181667,SO2,1,7,4
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",7/12/2025 11:00,14.675886,77.593027,SO2,NA,NA,NA
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",7/12/2025 11:00,26.80365,84.51954,PM2.5,33,230,99
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",7/12/2025 11:00,25.251013,86.989001,PM2.5,67,322,147
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",7/12/2025 11:00,26.11442,85.39813,PM10,59,115,92
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",7/12/2025 11:00,26.1403345,85.3650192,CO,31,64,50
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",7/12/2025 11:00,26.1209,85.3647,PM2.5,78,123,104
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",7/12/2025 11:00,26.1209,85.3647,NO2,7,17,11
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",7/12/2025 11:00,26.1209,85.3647,SO2,4,9,6
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",7/12/2025 11:00,26.1209,85.3647,OZONE,12,50,13
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",7/12/2025 11:00,25.586562,85.043586,PM2.5,81,207,134
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",7/12/2025 11:00,25.586562,85.043586,SO2,8,11,9
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",7/12/2025 11:00,21.224231,81.40835,PM10,46,199,114
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",7/12/2025 11:00,22.08815,82.13737,PM2.5,49,153,75
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",7/12/2025 11:00,22.08815,82.13737,PM10,62,133,85
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",7/12/2025 11:00,22.08815,82.13737,NO2,27,93,41
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",7/12/2025 11:00,22.118125,83.140608,PM10,41,93,63
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",7/12/2025 11:00,22.368195,82.746431,PM10,72,86,85
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",7/12/2025 11:00,22.348441,82.549611,PM10,92,93,93
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",7/12/2025 11:00,22.348441,82.549611,NO2,43,61,49
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",7/12/2025 11:00,22.348441,82.549611,SO2,1,17,10
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",7/12/2025 11:00,22.348441,82.549611,OZONE,35,36,36
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",7/12/2025 11:00,22.12665,83.483212,PM2.5,22,41,34
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",7/12/2025 11:00,22.12665,83.483212,CO,10,36,30
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",7/12/2025 11:00,22.12665,83.483212,OZONE,1,47,8
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",7/12/2025 11:00,22.1910172,83.5197009,PM2.5,42,105,69
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",7/12/2025 11:00,21.258815,81.578979,NH3,NA,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",7/12/2025 11:00,21.258815,81.578979,OZONE,NA,NA,NA
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",7/12/2025 11:00,25.599486,85.113666,SO2,6,8,7
India,Bihar,Patna,"Samanpura, Patna - BSPCB",7/12/2025 11:00,25.596727,85.085624,NO2,20,22,21
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",7/12/2025 11:00,25.366336,87.117468,PM2.5,28,127,74
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",7/12/2025 11:00,25.366336,87.117468,NO2,5,7,6
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",7/12/2025 11:00,25.0328,85.41948,NO2,NA,NA,NA
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",7/12/2025 11:00,25.0328,85.41948,SO2,NA,NA,NA
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",7/12/2025 11:00,25.892357,86.590325,PM2.5,39,226,102
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",7/12/2025 11:00,25.892357,86.590325,NO2,6,8,7
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",7/12/2025 11:00,21.219665,81.630094,OZONE,3,6,3
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",7/12/2025 11:00,21.371751,81.664929,PM2.5,24,82,48
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",7/12/2025 11:00,21.371751,81.664929,SO2,1,5,4
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",7/12/2025 11:00,22.06631475,83.33820077,NO2,58,95,70
India,Delhi,Delhi,"Alipur, Delhi - DPCC",7/12/2025 11:00,28.815329,77.15301,PM2.5,110,354,284
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",7/12/2025 11:00,25.592539,85.227158,NO2,18,48,30
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",7/12/2025 11:00,25.592539,85.227158,CO,37,110,77
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",7/12/2025 11:00,25.610369,85.132568,CO,34,64,49
India,Bihar,Patna,"Muradpur, Patna - BSPCB",7/12/2025 11:00,25.619651,85.147382,SO2,7,9,8
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",7/12/2025 11:00,25.599486,85.113666,PM2.5,67,176,124
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",7/12/2025 11:00,25.599486,85.113666,NO2,13,128,62
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",7/12/2025 11:00,25.859655,85.77944,PM2.5,28,88,60
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",7/12/2025 11:00,25.859655,85.77944,NO2,7,11,9
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",7/12/2025 11:00,25.859655,85.77944,OZONE,7,8,8
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",7/12/2025 11:00,24.952822,84.002396,SO2,3,6,4
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",7/12/2025 11:00,30.735567,76.775714,PM2.5,83,319,227
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",7/12/2025 11:00,30.735567,76.775714,OZONE,11,107,28
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",7/12/2025 11:00,30.751462,76.762879,CO,36,64,47
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",7/12/2025 11:00,30.719859,76.738637,NH3,6,10,8
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",7/12/2025 11:00,30.719859,76.738637,SO2,6,13,10
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",7/12/2025 11:00,21.194815,81.31477,NH3,1,3,2
India,Delhi,Delhi,"Bawana, Delhi - DPCC",7/12/2025 11:00,28.7762,77.051074,NH3,4,6,5
India,Delhi,Delhi,"Bawana, Delhi - DPCC",7/12/2025 11:00,28.7762,77.051074,CO,46,102,59
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",7/12/2025 11:00,28.7256504,77.2011573,OZONE,14,294,33
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",7/12/2025 11:00,28.5512005,77.2735737,PM10,152,256,194
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",7/12/2025 11:00,28.5512005,77.2735737,OZONE,10,70,17
India,Delhi,Delhi,"DTU, Delhi - CPCB",7/12/2025 11:00,28.7500499,77.1112615,PM2.5,133,408,321
India,Delhi,Delhi,"DTU, Delhi - CPCB",7/12/2025 11:00,28.7500499,77.1112615,PM10,123,261,193
India,Delhi,Delhi,"DTU, Delhi - CPCB",7/12/2025 11:00,28.7500499,77.1112615,SO2,31,36,33
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",7/12/2025 11:00,28.498571,77.26484,PM10,157,300,215
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",7/12/2025 11:00,28.498571,77.26484,NO2,82,128,102
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",7/12/2025 11:00,28.498571,77.26484,NH3,8,10,9
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",7/12/2025 11:00,28.5710274,77.0719006,PM10,149,305,206
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",7/12/2025 11:00,28.5710274,77.0719006,SO2,22,35,28
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",7/12/2025 11:00,28.5627763,77.1180053,NO2,44,120,82
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",7/12/2025 11:00,28.6811736,77.3025234,NO2,37,96,64
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",7/12/2025 11:00,28.6811736,77.3025234,NH3,9,11,10
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",7/12/2025 11:00,28.6811736,77.3025234,OZONE,25,30,27
India,Delhi,Delhi,"ITO, Delhi - CPCB",7/12/2025 11:00,28.628624,77.24106,NO2,56,111,77
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",7/12/2025 11:00,28.570173,76.933762,NO2,61,84,74
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",7/12/2025 11:00,28.570173,76.933762,NH3,15,18,16
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",7/12/2025 11:00,28.570173,76.933762,CO,34,54,43
India,Delhi,Delhi,"Narela, Delhi - DPCC",7/12/2025 11:00,28.822836,77.101981,PM10,130,241,189
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",7/12/2025 11:00,28.56789,77.250515,CO,105,116,106
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",7/12/2025 11:00,28.6573814,77.1585447,PM2.5,180,358,310
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",7/12/2025 11:00,28.636429,77.201067,CO,51,124,64
India,Delhi,Delhi,"Mundka, Delhi - DPCC",7/12/2025 11:00,28.684678,77.076574,NH3,9,14,12
India,Delhi,Delhi,"Mundka, Delhi - DPCC",7/12/2025 11:00,28.684678,77.076574,CO,36,83,61
India,Delhi,Delhi,"Mundka, Delhi - DPCC",7/12/2025 11:00,28.684678,77.076574,OZONE,4,102,17
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",7/12/2025 11:00,28.60909,77.0325413,NH3,9,21,15
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",7/12/2025 11:00,28.60909,77.0325413,SO2,8,30,13
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",7/12/2025 11:00,28.623763,77.287209,PM10,162,335,228
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",7/12/2025 11:00,28.623763,77.287209,NH3,7,16,10
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",7/12/2025 11:00,28.623763,77.287209,OZONE,2,220,18
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",7/12/2025 11:00,28.674045,77.131023,PM2.5,200,397,319
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",7/12/2025 11:00,28.674045,77.131023,SO2,10,26,19
India,Delhi,Delhi,"Rohini, Delhi - DPCC",7/12/2025 11:00,28.732528,77.11992,NH3,11,16,14
India,Delhi,Delhi,"Rohini, Delhi - DPCC",7/12/2025 11:00,28.732528,77.11992,CO,19,66,43
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",7/12/2025 11:00,28.6514781,77.1473105,NO2,56,89,66
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",7/12/2025 11:00,28.5504249,77.2159377,PM10,163,411,231
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",7/12/2025 11:00,28.73282,77.170633,PM2.5,163,378,332
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",7/12/2025 11:00,28.73282,77.170633,PM10,156,309,236
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",7/12/2025 11:00,28.73282,77.170633,NH3,8,10,9
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",7/12/2025 11:00,28.58028,77.233829,CO,28,106,52
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",7/12/2025 11:00,28.611281,77.237738,NH3,17,23,21
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",7/12/2025 11:00,28.636429,77.201067,NH3,5,8,7
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",7/12/2025 11:00,28.563262,77.186937,NO2,27,133,80
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",7/12/2025 11:00,28.563262,77.186937,NH3,5,8,6
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",7/12/2025 11:00,28.593883,76.270653,SO2,10,12,11
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",7/12/2025 11:00,28.2068,76.7997,PM2.5,6,348,271
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",7/12/2025 11:00,28.2068,76.7997,SO2,5,20,8
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",7/12/2025 11:00,28.2068,76.7997,OZONE,2,73,11
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",7/12/2025 11:00,28.39072,77.30059,CO,10,12,11
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",7/12/2025 11:00,28.39072,77.30059,OZONE,26,34,29
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",7/12/2025 11:00,28.376058,77.315741,PM2.5,76,310,166
India,Gujarat,Surat,"Science Center, Surat - SMC",7/12/2025 11:00,21.170046,72.795405,PM2.5,15,74,43
India,Gujarat,Surat,"Science Center, Surat - SMC",7/12/2025 11:00,21.170046,72.795405,SO2,33,37,35
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",7/12/2025 11:00,20.362421,72.918013,NO2,2,16,9
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",7/12/2025 11:00,22.969611,72.6435,CO,8,38,11
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",7/12/2025 11:00,22.969611,72.6435,OZONE,19,47,19
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",7/12/2025 11:00,30.379589,76.778328,PM10,101,218,147
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",7/12/2025 11:00,28.5504249,77.2159377,SO2,32,36,34
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",7/12/2025 11:00,28.5504249,77.2159377,OZONE,17,28,17
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",7/12/2025 11:00,28.710508,77.249485,NO2,26,90,53
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",7/12/2025 11:00,28.710508,77.249485,CO,74,112,91
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",7/12/2025 11:00,28.672342,77.31526,SO2,11,23,16
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",7/12/2025 11:00,28.672342,77.31526,CO,28,91,64
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",7/12/2025 11:00,28.699793,77.165453,PM2.5,214,375,336
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",7/12/2025 11:00,28.3419248,77.319699,PM2.5,160,346,288
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",7/12/2025 11:00,28.3419248,77.319699,PM10,125,335,233
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",7/12/2025 11:00,28.3419248,77.319699,NO2,19,21,20
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",7/12/2025 11:00,28.3419248,77.319699,NH3,3,3,3
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",7/12/2025 11:00,28.3419248,77.319699,SO2,5,12,8
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",7/12/2025 11:00,28.806223,76.141105,PM10,116,236,134
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",7/12/2025 11:00,28.806223,76.141105,NH3,1,9,8
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",7/12/2025 11:00,28.806223,76.141105,SO2,12,13,12
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",7/12/2025 11:00,29.503664,75.467934,PM2.5,175,304,238
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",7/12/2025 11:00,29.503664,75.467934,NO2,18,20,19
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",7/12/2025 11:00,29.503664,75.467934,CO,25,34,27
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",7/12/2025 11:00,28.422681,77.148944,CO,12,54,38
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",7/12/2025 11:00,28.422681,77.148944,OZONE,7,78,19
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",7/12/2025 11:00,23.020509,72.579261,NH3,5,8,6
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",7/12/2025 11:00,23.016834,72.625775,PM2.5,2,91,23
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",7/12/2025 11:00,23.016834,72.625775,NH3,3,7,5
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",7/12/2025 11:00,23.041137,72.456691,OZONE,5,64,14
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",7/12/2025 11:00,23.243639,72.68994,PM10,6,18,11
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",7/12/2025 11:00,23.243639,72.68994,NH3,2,3,2
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",7/12/2025 11:00,22.410802,73.097923,PM2.5,98,303,207
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",7/12/2025 11:00,23.107969,72.574648,CO,14,60,22
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",7/12/2025 11:00,22.977134,72.553024,NO2,42,77,48
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",7/12/2025 11:00,28.6701,76.9254,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",7/12/2025 11:00,12.9756843,77.5660749,PM10,87,88,88
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",7/12/2025 11:00,12.9756843,77.5660749,SO2,11,18,15
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",7/12/2025 11:00,13.029152,77.585901,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",7/12/2025 11:00,12.938539,77.5901,CO,18,37,23
